,stuid,fname,lname,address,city,state,hphone,dob,ssn,grade,schoolassignment,deviceassignment
311889,311889,Brandon,Carr,993 Zachary Track Crossroad,West Garyton,MD,+12025550105,2013-03-03,041-46-7792,2,13,1431a4
311890,311890,Donald,King,251 Patrick Courts Manor,West Garyton,MD,+12025550105,2002-11-30,261-71-1929,12,82,05545b
311891,311891,William,Taylor,544 Campbell Crossroad Groves,West Garyton,MD,+12025550188,2013-05-05,521-21-2672,1,6,3aa3ee
311892,311892,Janet,Hardy,02031 Bennett Port Estate,West Garyton,MD,+12025550188,2004-07-03,030-37-8877,10,90,7ba081
311893,311893,Tami,Berry,212 Miles View Crossing,West Garyton,MD,+12025550124,2002-09-25,755-79-8623,12,69,188b67
311894,311894,Christopher,Brown,4192 Taylor Burgs Well,West Garyton,MD,+12025550191,2010-06-06,738-99-5244,4,13,03eb74
311895,311895,Ashley,Wiggins,4141 Sullivan Parkway Fords,West Garyton,MD,+12025550187,2007-09-07,081-36-1066,7,8,9846e8
311896,311896,Douglas,Luna,3348 Amy Streets Common,West Garyton,MD,+12025550187,2012-08-03,488-40-7567,2,11,466601
311897,311897,Nicole,Herrera,0745 Brandi Way Curve,West Garyton,MD,+12025550187,2005-09-28,367-72-9487,9,99,ab32b1
311898,311898,Susan,Torres,212 Cantu Land Fort,West Garyton,MD,+12025550188,2003-02-11,373-70-9335,12,102,d43424
311899,311899,Steven,Mullins,9951 Sandra Harbor Dam,West Garyton,MD,+12025550187,2008-12-03,562-33-5969,6,6,cd040f
311900,311900,Kimberly,Nunez,00865 Linda Flat Forge,West Garyton,MD,+12025550187,2007-03-26,020-47-4219,8,14,32c0a9
311901,311901,Dave,Tran,12323 Nicholas Roads Avenue,West Garyton,MD,+12025550137,2007-02-10,449-16-7943,8,7,9b114e
311902,311902,Michael,Garza,57940 Roman Mount Terrace,West Garyton,MD,+12025550137,2007-09-18,133-86-7063,7,8,b0f2ac
311903,311903,Nicholas,Soto,49413 Mcdonald Mall Crossing,West Garyton,MD,+12025550188,2005-10-22,585-19-8221,9,57,a2ba72
311904,311904,Tyler,Mccarthy,10001 Tina Unions Glen,West Garyton,MD,+12025550137,2006-12-07,600-92-7366,8,8,2c51ad
311905,311905,Leah,Wright,72907 Ayala Ville Station,West Garyton,MD,+12025550124,2006-08-08,191-58-9516,8,4,95006d
311906,311906,Andrew,Johnson,107 Crawford Glens Corner,West Garyton,MD,+12025550124,2008-01-01,058-67-5477,7,10,108164
311907,311907,Courtney,Patton,084 Singh Pines Light,West Garyton,MD,+12025550124,2011-09-19,817-77-6540,3,1,a37a35
311908,311908,Lindsey,Thomas,6030 Morrow Extension Freeway,West Garyton,MD,+12025550105,2010-10-01,582-54-6484,4,7,c5ad42
311909,311909,Lucas,Rodriguez,6173 Mathews Stravenue Dale,West Garyton,MD,+12025550191,2010-04-12,351-54-5338,5,13,157d6d
311910,311910,Pamela,Beasley,802 Smith Run Hill,West Garyton,MD,+12025550187,2011-10-09,251-98-6744,3,2,1f21e4
311911,311911,Kristina,Mullins,32199 Bradley Corners Fall,West Garyton,MD,+12025550188,2005-11-21,405-86-3016,9,111,965149
311912,311912,Lisa,Olson,374 White Square Mountain,West Garyton,MD,+12025550188,2002-11-28,410-77-5368,12,113,f0d665
311913,311913,Shawn,Vargas,28111 Garcia Via Club,West Garyton,MD,+12025550191,2013-03-24,096-39-0270,2,7,433537
311914,311914,Robert,Rice,98298 Espinoza Mountain Forges,West Garyton,MD,+12025550187,2008-08-03,273-89-5097,6,15,bfa13c
311915,311915,Jennifer,Baker,6853 English Track Shore,West Garyton,MD,+12025550191,2013-04-15,571-28-8809,2,9,108f58
311916,311916,Amy,Williams,413 Jonathan Radial Glen,West Garyton,MD,+12025550124,2010-01-31,277-69-5671,5,2,fa1225
311917,311917,Karl,Mcdonald,0563 Davis Divide Course,West Garyton,MD,+12025550188,2012-05-25,491-20-0077,2,13,e4a409
311918,311918,Michael,Patel,254 Richard Mission Causeway,West Garyton,MD,+12025550124,2011-04-17,835-63-7266,4,6,fbf9dd
311919,311919,Rebecca,Peterson,324 Emily Key Circles,West Garyton,MD,+12025550188,2006-11-10,366-75-6961,8,12,7cd408
311920,311920,Jonathan,Cuevas,183 Jacqueline Avenue Mission,West Garyton,MD,+12025550191,2005-05-24,396-82-8264,9,84,dab93f
311921,311921,Jonathan,Peters,01950 Miller Stravenue Ferry,West Garyton,MD,+12025550137,2010-01-01,501-36-2348,5,5,59c5ac
311922,311922,George,Schwartz,5747 Hays Rest Bridge,West Garyton,MD,+12025550137,2013-08-01,852-63-0502,1,10,ccffff
311923,311923,Christopher,Nguyen,357 Perez Mill Crossing,West Garyton,MD,+12025550124,2004-05-16,062-18-2290,10,61,9f7e4d
311924,311924,Victor,Rodriguez,376 Victoria Groves Keys,West Garyton,MD,+12025550137,2004-09-01,857-59-4819,10,109,5fc99b
311925,311925,Lisa,Williams,8435 Amy Extensions Courts,West Garyton,MD,+12025550124,2010-03-04,003-12-3436,5,4,1d3b58
311926,311926,Anthony,Montoya,0869 Brandon Fort Valleys,West Garyton,MD,+12025550105,2005-05-12,658-68-5588,9,67,ecc2c6
311927,311927,Pamela,Kelley,47125 Sheena Court Mall,West Garyton,MD,+12025550191,2004-02-03,601-57-3616,11,109,e648a0
311928,311928,Stacy,Stark,027 Rodgers Crest Plaza,West Garyton,MD,+12025550191,2002-08-28,726-98-4567,12,92,63d185
311929,311929,Jennifer,Carroll,1255 Johnson Flats Crescent,West Garyton,MD,+12025550188,2005-12-20,148-04-1766,9,64,ff128f
311930,311930,Daniel,Sloan,5801 Maldonado Estate Garden,West Garyton,MD,+12025550188,2009-03-09,501-54-1779,6,9,7c4470
311931,311931,Connie,Steele,5687 Bell Turnpike Loop,West Garyton,MD,+12025550188,2002-06-25,860-20-0569,12,70,7626e9
311932,311932,Maria,Carroll,335 Jackson Hill Common,West Garyton,MD,+12025550124,2008-04-27,481-89-3714,7,2,163ba9
311933,311933,Ellen,Mcgee,08292 Adkins Extensions Spur,West Garyton,MD,+12025550191,2010-09-02,044-18-7416,4,12,bbf05b
311934,311934,David,Bauer,4928 Smith Neck Fords,West Garyton,MD,+12025550191,2012-12-04,266-66-5705,2,10,07106c
311935,311935,Tracey,Gutierrez,53439 Katherine Spur Square,West Garyton,MD,+12025550191,2007-06-16,035-56-4385,7,12,3c764e
311936,311936,Danny,Cox,641 Myers Via Harbor,West Garyton,MD,+12025550105,2009-05-15,148-41-5446,5,11,a8c615
311937,311937,Craig,Christian,61361 Burns Square Fords,West Garyton,MD,+12025550188,2012-09-08,829-13-1800,2,6,6c68bf
311938,311938,Adrian,Erickson,221 John Forks Plains,West Garyton,MD,+12025550187,2005-10-10,533-37-5539,9,86,22d43e
311939,311939,Angela,Hammond,0632 Soto Mount Center,West Garyton,MD,+12025550191,2004-01-05,113-66-5280,11,104,52697e
311940,311940,Virginia,Webb,455 Joseph Corner Mountains,West Garyton,MD,+12025550191,2006-10-31,635-29-6579,8,12,ac3ee3
311941,311941,Charles,Murphy,6927 Emily Way Circles,West Garyton,MD,+12025550188,2004-05-26,882-44-8123,10,115,2f84e8
311942,311942,Ricardo,Moore,293 Washington Circle Lake,West Garyton,MD,+12025550191,2008-03-24,328-26-5719,7,1,a79a0a
311943,311943,Michael,Chavez,14352 Robert Road Route,West Garyton,MD,+12025550105,2004-10-10,514-69-8551,10,53,43da40
311944,311944,Scott,Brown,2140 Kim Estates Coves,West Garyton,MD,+12025550191,2008-06-12,248-01-4932,6,13,96b70b
311945,311945,Jeanette,Floyd,4286 Anderson Inlet Parkway,West Garyton,MD,+12025550137,2009-11-02,467-45-2712,5,15,a03b86
311946,311946,Ethan,Jones,453 Lynn Village Knoll,West Garyton,MD,+12025550187,2007-10-06,798-76-6487,7,11,6491c4
311947,311947,Ronald,Hoover,2990 Hannah Light Trafficway,West Garyton,MD,+12025550124,2014-02-26,133-96-8062,1,13,3ab135
311948,311948,Linda,Schmidt,00262 Thomas River Trail,West Garyton,MD,+12025550191,2008-01-25,801-48-8760,7,8,dd4b78
311949,311949,Zachary,Morris,906 Dillon Landing Drives,West Garyton,MD,+12025550191,2003-01-19,067-27-2849,12,57,747f9d
311950,311950,Evan,Cohen,93126 Mahoney Mountains Circles,West Garyton,MD,+12025550187,2014-01-13,853-36-4472,1,8,b11755
311951,311951,Philip,Garcia,23031 Rebecca Shore Turnpike,West Garyton,MD,+12025550124,2005-06-26,233-39-9663,9,82,e26e08
311952,311952,Eduardo,Hawkins,646 Katherine Green Tunnel,West Garyton,MD,+12025550105,2014-02-28,626-08-0210,1,8,596988
311953,311953,Joel,Smith,75765 Mcdowell Lights Plain,West Garyton,MD,+12025550187,2005-09-05,881-51-8826,9,60,249f1c
311954,311954,Eric,Roberts,56357 Kathleen Oval Rapid,West Garyton,MD,+12025550124,2006-01-30,252-93-4341,9,78,ab8589
311955,311955,Johnny,Adams,943 Dawn Hill Walk,West Garyton,MD,+12025550105,2002-11-07,034-69-3083,12,61,f1891a
311956,311956,Melanie,Singleton,9918 Parker Cliff Lane,West Garyton,MD,+12025550137,2005-05-30,190-76-5800,9,83,ba21fd
311957,311957,Jeremy,Lawson,118 Stewart Mews Lock,West Garyton,MD,+12025550105,2003-03-07,527-03-6301,12,108,64d94c
311958,311958,William,Ryan,4755 Green Roads Track,West Garyton,MD,+12025550124,2006-01-25,244-24-5314,9,77,997709
311959,311959,Raymond,Clark,58583 Andrew Ferry Park,West Garyton,MD,+12025550137,2003-02-24,799-11-5028,12,66,53b3ff
311960,311960,Matthew,Brady,0635 Kidd Trail Mission,West Garyton,MD,+12025550187,2002-06-27,545-99-0257,12,71,9d316b
311961,311961,Helen,Ramos,856 Cox Mountain Track,West Garyton,MD,+12025550187,2011-12-12,067-46-4398,3,2,1f6ef1
311962,311962,Edward,Glenn,10204 Jasmine Springs Passage,West Garyton,MD,+12025550188,2003-11-01,202-58-6887,11,90,10e9a3
311963,311963,Nicole,Gonzales,50731 Anna Radial Via,West Garyton,MD,+12025550191,2010-04-08,151-41-9091,5,9,7a2b94
311964,311964,Jessica,Miller,529 Rogers Greens Mews,West Garyton,MD,+12025550188,2006-04-05,527-95-2264,9,72,e7c0f0
311965,311965,Reginald,Garcia,96757 Donna Via Trail,West Garyton,MD,+12025550124,2010-12-21,190-99-9485,4,6,2d9a8a
311966,311966,Amy,Mann,26635 Kenneth Roads Ranch,West Garyton,MD,+12025550124,2002-08-09,091-80-7030,12,77,6e1afc
311967,311967,Chelsea,Martinez,21840 Boyd Court Crest,West Garyton,MD,+12025550105,2013-08-17,778-45-9644,1,3,9676a4
311968,311968,Dominique,Pollard,72426 Shaun Pines Ports,West Garyton,MD,+12025550105,2003-11-18,646-40-8815,11,74,48d43b
311969,311969,Kayla,Castillo,36313 Sullivan Circle Squares,West Garyton,MD,+12025550124,2003-04-19,007-31-0495,12,76,fccde1
311970,311970,Joshua,Velasquez,3916 Valentine Tunnel Row,West Garyton,MD,+12025550137,2009-02-24,469-19-8697,6,8,ccf7f8
311971,311971,Nicole,Simmons,372 Ann Junction Hill,West Garyton,MD,+12025550124,2003-10-26,849-56-6949,11,53,1e0ce9
311972,311972,Holly,Garrett,070 Calhoun Station Prairie,West Garyton,MD,+12025550137,2004-12-06,255-64-2884,10,75,ecdddd
311973,311973,Drew,Sosa,2120 Dylan Drive Dale,West Garyton,MD,+12025550188,2009-08-12,061-09-7358,5,12,9bab97
311974,311974,Jessica,Lin,55885 Sean Ports Mills,West Garyton,MD,+12025550191,2008-01-12,348-68-3686,7,10,959109
311975,311975,Donald,Miller,85250 John Route Crossing,West Garyton,MD,+12025550191,2007-09-02,788-22-5138,7,9,53e719
311976,311976,Joel,Harper,1379 Danielle Courts Viaduct,West Garyton,MD,+12025550187,2002-07-14,783-21-3639,12,103,61ebbe
311977,311977,Karen,Anderson,8896 Chen Ridges Terrace,West Garyton,MD,+12025550187,2008-08-01,733-03-1455,6,11,12f6fd
311978,311978,Curtis,Pitts,683 Robert Extension Hollow,West Garyton,MD,+12025550124,2009-12-13,750-05-5191,5,13,4ca2fb
311979,311979,Traci,James,821 Hernandez Road Wall,West Garyton,MD,+12025550191,2003-06-23,756-39-7573,11,69,3c33de
311980,311980,Gregory,Sanchez,3756 Howard Parks Curve,West Garyton,MD,+12025550187,2009-03-21,663-14-0179,6,2,89e883
311981,311981,Ryan,King,159 Debra Cove Branch,West Garyton,MD,+12025550105,2006-04-22,662-77-8100,9,114,e61c84
311982,311982,Timothy,Beasley,2394 Lopez Avenue Forks,West Garyton,MD,+12025550191,2002-07-05,095-11-6326,12,73,841c16
311983,311983,Donald,Jones,4420 Mitchell Ford Estates,West Garyton,MD,+12025550124,2007-08-08,550-73-3347,7,5,547fe8
311984,311984,Erika,Kim,36619 Wolfe Park Vista,West Garyton,MD,+12025550137,2002-09-11,051-34-5799,12,109,b81f12
311985,311985,Julia,Chavez,64444 Murillo Tunnel Spurs,West Garyton,MD,+12025550191,2006-08-09,633-69-1129,8,0,d23f60
311986,311986,Sabrina,Wong,57298 Cabrera Cliff Wall,West Garyton,MD,+12025550105,2012-01-19,215-33-8470,3,15,483814
311987,311987,Robert,Rojas,03862 Kathleen Pine Divide,West Garyton,MD,+12025550187,2013-09-19,715-76-7105,1,0,23d3aa
311988,311988,Veronica,Diaz,9103 Mark Lock Ferry,West Garyton,MD,+12025550188,2008-08-19,187-44-3051,6,14,00ef54
311989,311989,Tammy,Daniels,908 Johnson Ridge Wells,West Garyton,MD,+12025550188,2005-04-15,582-50-0438,10,75,ef9d5f
311990,311990,Dustin,Green,230 Oneal Squares Walk,West Garyton,MD,+12025550187,2004-04-07,159-24-8380,11,67,06a545
311991,311991,Tyler,Jones,290 Joshua Ports Mews,West Garyton,MD,+12025550124,2002-09-05,668-55-9495,12,111,d65d34
311992,311992,Amanda,Brown,065 Joanna Parks Crescent,West Garyton,MD,+12025550105,2003-12-19,460-41-1149,11,89,0ff5a5
311993,311993,David,Garcia,448 Sharon Rue Pike,West Garyton,MD,+12025550188,2008-07-05,889-95-1044,6,5,9b72f2
311994,311994,Raymond,Vega,37176 Rosales Roads Haven,West Garyton,MD,+12025550188,2006-12-07,214-09-9749,8,6,9025d6
311995,311995,Matthew,Sweeney,9467 Hobbs Hill Course,West Garyton,MD,+12025550124,2002-10-15,721-96-8537,12,95,71b7f0
311996,311996,Marcus,Smith,20936 Moore Alley Track,West Garyton,MD,+12025550124,2003-04-06,771-04-9072,12,106,024037
311997,311997,Alicia,Knight,2300 Michael Spurs Springs,West Garyton,MD,+12025550187,2010-06-10,471-51-2606,4,11,25da21
311998,311998,Audrey,Smith,602 Dixon Ford Trail,West Garyton,MD,+12025550124,2008-09-05,465-22-1256,6,12,ca60c2
311999,311999,Kari,Wheeler,70569 Thomas Orchard Field,West Garyton,MD,+12025550105,2007-09-04,771-36-0833,7,5,a7462b
312000,312000,Stephen,Ball,14641 Freeman Dam Stream,West Garyton,MD,+12025550137,2011-03-16,844-64-3399,4,2,04eb29
312001,312001,Monique,Davis,3274 Sharp Corner Causeway,West Garyton,MD,+12025550105,2007-02-17,054-99-2802,8,11,4b352b
312002,312002,Rebecca,Smith,361 Franco Lodge Lodge,West Garyton,MD,+12025550124,2005-01-26,141-98-5822,10,76,21319b
312003,312003,Michael,Martin,909 Kimberly Burgs Square,West Garyton,MD,+12025550105,2006-10-06,013-53-2840,8,10,cf8652
312004,312004,Craig,Thompson,46261 Shannon Throughway Mission,West Garyton,MD,+12025550137,2005-11-07,774-42-6126,9,72,59905e
312005,312005,Ruben,Burton,9140 Ortiz Flat Heights,West Garyton,MD,+12025550137,2005-06-09,890-89-2456,9,106,cb1a4d
312006,312006,Derrick,Jones,1648 Munoz Mountains Trace,West Garyton,MD,+12025550188,2004-10-11,837-88-1231,10,112,d5dd9b
312007,312007,William,Payne,1230 Theresa Shores Spur,West Garyton,MD,+12025550188,2004-06-16,800-30-0200,10,108,8479c5
312008,312008,Daniel,Hernandez,446 Michael Rest Square,West Garyton,MD,+12025550105,2010-07-25,428-84-0835,4,11,3eab91
312009,312009,Matthew,Hernandez,727 Thomas Point Curve,West Garyton,MD,+12025550188,2006-10-11,333-62-8833,8,9,73a7d3
312010,312010,Jennifer,Parrish,7863 Sampson Station Hills,West Garyton,MD,+12025550105,2002-09-14,890-72-3055,12,112,11d5fd
312011,312011,Joshua,Christensen,6697 Teresa Estates Lane,West Garyton,MD,+12025550137,2012-06-11,386-38-2566,2,4,58c2e4
312012,312012,Lorraine,Christensen,18059 Stafford Ports Overpass,West Garyton,MD,+12025550187,2012-02-15,510-71-0936,3,0,7357d3
312013,312013,Timothy,Kennedy,55724 Reed Lodge Island,West Garyton,MD,+12025550137,2008-02-15,827-02-2336,7,11,26b974
312014,312014,Taylor,Mercer,45734 Jennifer Mountain Way,West Garyton,MD,+12025550191,2011-04-22,116-04-9100,4,10,ecf45d
312015,312015,William,Jensen,69428 Michele Cliffs Ferry,West Garyton,MD,+12025550188,2006-09-17,037-33-4487,8,0,c9cef0
312016,312016,Ivan,Allen,980 Rodriguez Lake Prairie,West Garyton,MD,+12025550137,2003-01-05,265-14-3370,12,86,7a9627
312017,312017,Jennifer,Thompson,161 Martha Ramp Spurs,West Garyton,MD,+12025550137,2002-05-01,343-52-0441,12,105,206e8c
312018,312018,Tiffany,Shaw,64074 Duarte Hill Plains,West Garyton,MD,+12025550105,2003-05-02,686-46-1699,11,114,d17429
312019,312019,Lance,Walker,94683 Ashley Manor Villages,West Garyton,MD,+12025550188,2010-06-12,073-66-6345,4,1,1cff62
312020,312020,Kyle,Merritt,77777 Samuel Meadow Avenue,West Garyton,MD,+12025550188,2007-10-17,463-09-9841,7,9,57dd32
312021,312021,Melanie,Sims,1565 Sullivan Rapid Summit,West Garyton,MD,+12025550191,2003-11-22,056-21-2922,11,87,dcd16e
312022,312022,Joshua,Ortiz,02221 Dunlap Mountain Landing,West Garyton,MD,+12025550137,2012-06-14,719-99-6060,2,15,bdddd3
312023,312023,Pamela,Thompson,0080 Brett Centers Manors,West Garyton,MD,+12025550124,2006-01-26,706-25-1924,9,91,51b2d8
312024,312024,Mark,Nixon,361 Kimberly Wells Bridge,West Garyton,MD,+12025550124,2010-09-23,461-31-5498,4,4,b2bfb0
312025,312025,Kelly,Castro,7903 Mary Squares Summit,West Garyton,MD,+12025550188,2012-09-15,189-07-7164,2,4,4aef32
312026,312026,Robert,Parsons,02910 Jennifer Trail Harbors,West Garyton,MD,+12025550105,2005-05-07,598-75-3720,9,109,640ba9
312027,312027,Steven,West,801 Wilson Park Stravenue,West Garyton,MD,+12025550187,2003-06-07,835-70-3690,11,61,72c52f
312028,312028,Carol,Guerrero,5146 Wright Union Spur,West Garyton,MD,+12025550137,2004-08-30,583-67-5965,10,89,7dd870
312029,312029,Kenneth,Browning,574 Maria Valleys Street,West Garyton,MD,+12025550124,2013-07-12,365-31-0462,1,9,14bcd9
312030,312030,Tony,Bright,51061 Weaver Highway Dam,West Garyton,MD,+12025550187,2010-04-30,476-32-7094,5,7,624f55
312031,312031,Maria,Thomas,64110 Morgan Manors Forge,West Garyton,MD,+12025550188,2014-01-25,850-53-5037,1,13,b3afd1
312032,312032,Amy,Murphy,36042 Aimee Pass Ferry,West Garyton,MD,+12025550188,2008-12-18,597-88-1095,6,7,2b5878
312033,312033,Michelle,Hunt,17403 Hughes Knolls Camp,West Garyton,MD,+12025550191,2009-04-13,049-28-3900,6,12,47464f
312034,312034,Joseph,Garrett,21258 Schneider Inlet Keys,West Garyton,MD,+12025550187,2003-10-14,434-14-7168,11,77,5d4487
312035,312035,Cheryl,Fisher,84991 Stephanie Walk Port,West Garyton,MD,+12025550188,2012-03-21,053-56-9900,3,7,4ac089
312036,312036,Sarah,Bryant,5475 Hernandez Alley Port,West Garyton,MD,+12025550105,2007-04-26,105-57-0993,8,9,810da2
312037,312037,Courtney,Smith,3254 Heidi Trace Point,West Garyton,MD,+12025550105,2002-11-04,408-20-9970,12,62,a8decb
312038,312038,Monica,Rogers,24207 Hale Neck Harbor,West Garyton,MD,+12025550124,2004-10-11,826-46-0257,10,109,08f1d5
312039,312039,Ashley,Norris,0810 Watts Village Alley,West Garyton,MD,+12025550188,2007-04-23,579-71-3737,8,14,08252e
312040,312040,Michael,Bennett,130 Pamela Falls Bridge,West Garyton,MD,+12025550191,2003-05-28,746-79-4497,11,69,e0165f
312041,312041,Samantha,Valentine,576 Andrews Hill Cove,West Garyton,MD,+12025550124,2009-07-05,590-36-0171,5,9,59ba33
312042,312042,Wesley,Fernandez,042 Bryant Mission Highway,West Garyton,MD,+12025550188,2013-08-03,865-25-8234,1,14,0d4101
312043,312043,Chad,Aguilar,48130 James Brooks Forge,West Garyton,MD,+12025550191,2011-07-30,280-90-7533,3,11,8eb81b
312044,312044,Tracy,Jenkins,374 Grace Ports Well,West Garyton,MD,+12025550191,2006-10-14,538-14-9068,8,4,0ca5e1
312045,312045,Jon,Mann,297 Maldonado Lane Mount,West Garyton,MD,+12025550137,2009-09-05,842-76-0107,5,3,43c742
312046,312046,Brooke,Green,885 Barker Inlet Walk,West Garyton,MD,+12025550105,2003-01-23,576-19-8765,12,81,62ff6d
312047,312047,Brittany,Schwartz,211 Dana Parks Tunnel,West Garyton,MD,+12025550187,2007-04-11,131-84-9293,8,14,3ccd03
312048,312048,Christina,Mckee,45745 Kelly Points Walks,West Garyton,MD,+12025550187,2005-03-19,509-25-9292,10,71,80d287
312049,312049,Scott,Gibbs,04491 Norman Knolls Shores,West Garyton,MD,+12025550137,2004-08-02,173-96-2867,10,71,cd2292
312050,312050,Tara,Evans,7617 Robert Passage Common,West Garyton,MD,+12025550191,2010-01-30,243-93-4977,5,12,5dacc6
312051,312051,Michael,Adkins,78330 John Road Views,West Garyton,MD,+12025550191,2010-12-27,389-39-5634,4,12,b7efd0
312052,312052,Tyler,Reese,7976 Cory Highway Junction,West Garyton,MD,+12025550187,2002-12-22,361-36-5172,12,107,231eb5
312053,312053,Michael,Ball,093 Cisneros Lodge Gardens,West Garyton,MD,+12025550137,2013-11-16,034-83-2171,1,9,3b02c9
312054,312054,Gerald,Perez,137 Torres Neck Greens,West Garyton,MD,+12025550188,2013-01-26,446-80-9688,2,14,f56abf
312055,312055,Crystal,Schroeder,25308 Wolfe Light Road,West Garyton,MD,+12025550124,2006-06-21,274-88-2657,8,9,2e173b
312056,312056,Anthony,Lambert,0895 Kiara Forks Views,West Garyton,MD,+12025550187,2007-02-22,654-42-6311,8,13,930f2f
312057,312057,Christopher,Parrish,517 Susan Avenue Light,West Garyton,MD,+12025550188,2005-01-21,851-77-7025,10,82,7b6d3f
312058,312058,Vincent,Vasquez,467 Shannon Trail Park,West Garyton,MD,+12025550124,2004-03-03,875-06-2769,11,89,f2490e
312059,312059,Mark,Leonard,0790 William Stravenue Fields,West Garyton,MD,+12025550137,2013-11-17,476-32-6539,1,14,829a13
312060,312060,John,Boone,72508 Taylor Ferry Glens,West Garyton,MD,+12025550137,2007-07-03,283-92-7570,7,15,8c6aa8
312061,312061,Brenda,Curry,440 Pacheco Underpass Hill,West Garyton,MD,+12025550191,2013-03-08,624-29-3496,2,2,394397
